0.000000,0.025000,0.050000,0.075000,0.100000,0.125000,0.150000,0.175000,0.200000,0.225000,0.250000,0.275000,0.300000,0.325000,0.350000,0.375000,0.400000,0.425000,0.450000,0.475000,0.500000,0.525000,0.550000,0.575000,0.600000,0.625000,0.650000,0.675000,0.700000,0.725000,0.750000,0.775000,0.800000,0.825000,0.850000,0.875000,0.900000,0.925000,0.950000,0.975000,1.000000
1856.784546,1881.051636,1859.315552,1959.907471,1940.810547,1896.456177,1933.102051,1888.866333,1932.757202,1862.969727,1864.154663,1910.618652,1932.712769,1863.729614,1867.902710,1852.811523,1913.897095,1909.296265,1943.870850,1869.518921,1902.609009,1913.680054,1927.761353,1974.157349,1920.478882,1938.962402,1915.820801,1949.774658,1925.270508,1911.899902,1928.864868,1941.526123,1916.701660,1942.192749,1922.736084,1968.380737,1952.437988,1866.733887,1954.585938,1941.290283,1937.508545
1856.784546,1901.208130,1853.990479,1884.310913,1930.132202,1903.719971,1883.379517,1874.715210,1850.396606,1907.590576,1886.619629,1965.360107,1913.330078,1891.711426,1878.075317,1920.557983,1927.796875,1905.580566,1897.622681,1894.671875,1899.523071,1849.894409,1903.569214,1962.541382,1921.520386,1879.014282,1952.372559,1939.020264,1912.343262,1961.845459,1912.065063,1966.982544,1927.370117,1905.789307,1936.343628,1939.705322,1886.089600,1971.869995,1861.603149,1877.309204,1959.739868
1856.784546,1842.060059,1925.742798,1906.300293,1857.747192,1894.354370,1949.961548,1876.598389,1844.093628,1904.413818,1855.151611,1880.563843,1893.782837,1915.740601,1971.912964,1894.421753,1959.887573,1955.473389,1999.054199,1927.369995,1892.188354,1905.495483,1908.631348,1932.728394,1939.684814,1959.141968,1885.580322,1952.098633,1867.230347,1922.033813,1915.892334,1947.227661,1918.757080,1917.322021,1897.224854,1861.472534,1947.243042,1898.249146,1908.784180,1937.220093,1892.526123
1856.784546,1858.481689,1880.199707,1863.025024,1873.327393,1890.589600,1888.469482,1922.267212,1922.797363,1900.078125,1943.400635,1836.967285,1884.602905,1907.083252,1940.594482,1962.213745,1884.628540,1897.514893,1891.363159,1924.766235,1932.833862,1864.636353,1904.651489,1961.979248,1939.711792,1948.519287,1911.837036,2012.646362,1901.233643,1905.361450,1897.735962,1977.297119,1957.131348,1950.621948,2009.029419,1895.203247,1948.155273,1919.949585,2015.924194,1926.386353,1907.287598
1856.784546,1850.329590,1843.034546,1898.815308,1915.534424,1899.538818,1903.998779,1907.170532,1918.955322,1897.483643,1912.001099,1925.992554,1935.005737,1944.933472,1908.748047,1931.946289,1940.071289,1879.844360,1890.718994,1898.497070,1892.669678,1874.075317,1919.337891,1938.100952,1980.728271,1892.998901,1936.338379,1911.270630,1946.265259,1989.256592,1955.493530,1870.109497,1922.941040,1918.593384,1945.161377,1979.544189,1921.215088,1939.767578,1874.514771,1905.260498,1946.784424
1856.784546,1875.300293,1835.470093,1879.692139,1878.309814,1893.395142,1886.864380,1889.714722,1867.763428,1851.337646,1914.344116,1876.960938,1920.630371,1910.871338,1906.758911,1887.489990,1937.062622,1859.241455,1935.618164,1922.868652,1940.465698,2001.056519,1887.553589,1914.189575,1867.771484,1927.259155,1895.214722,1970.905396,1900.963013,1911.783813,1898.118652,1932.011108,1947.172607,1887.026245,1880.913330,1919.856323,1867.285889,1969.615356,1954.397339,1933.763794,1876.160400
1856.784546,1872.635864,1858.847534,1916.713867,1875.789673,1887.570679,1897.119019,1865.260864,1886.619507,1889.643555,1954.236084,1912.517334,1907.078247,1899.775024,1859.654663,1920.483032,1925.432007,1901.061890,1943.573120,1932.600952,1940.258301,1863.391235,1906.711182,1921.555420,1911.044434,1918.542725,1941.085083,1940.708130,1993.426025,1938.180908,1954.868408,1882.555176,1934.990845,1860.221924,1919.735107,1980.323486,1939.706787,1937.304077,1963.233154,1981.932861,1926.779663
1856.784546,1874.088257,1828.173096,1904.046265,1951.781006,1919.368530,1877.128540,1957.086548,1858.311035,1836.624390,1887.467651,1902.473633,1927.030151,1915.720825,1897.118286,1874.498657,1930.233887,1900.268677,1893.808105,1886.847900,1891.785156,1897.888672,1881.719116,1933.150757,1944.291016,1911.442261,1906.739258,1913.987549,1918.426025,1858.427612,1953.342285,1928.771118,1977.457031,1928.075317,1965.250000,1938.594849,1946.238037,1973.502319,1860.467651,1943.373291,1914.473755
1856.784546,1865.389526,1862.869019,1878.866699,1875.372925,1856.500122,1934.192871,1892.401123,1886.677490,1918.758911,1872.714111,1883.092041,1884.864380,1895.948608,1885.845825,1911.820557,1915.032715,1866.353760,1912.439453,1903.931641,1932.985840,1918.813599,1916.583496,1951.752319,1910.249268,1944.230957,1899.517944,2001.358154,1930.794678,1935.639160,1932.150635,1895.458740,1920.117798,1897.447021,1938.495239,1977.014404,1916.827026,1887.426758,1953.671021,1971.409790,1968.184326
