0.000000,0.025000,0.050000,0.075000,0.100000,0.125000,0.150000,0.175000,0.200000,0.225000,0.250000,0.275000,0.300000,0.325000,0.350000,0.375000,0.400000,0.425000,0.450000,0.475000,0.500000,0.525000,0.550000,0.575000,0.600000,0.625000,0.650000,0.675000,0.700000,0.725000,0.750000,0.775000,0.800000,0.825000,0.850000,0.875000,0.900000,0.925000,0.950000,0.975000,1.000000
23351.904297,23576.484375,23837.822266,24068.537109,23738.621094,23746.494141,23905.724609,24053.802734,23937.111328,24042.931641,23789.857422,23855.521484,23801.685547,24042.517578,23900.130859,23907.677734,23962.792969,24224.078125,23868.804688,24066.177734,24115.736328,24109.689453,23979.255859,24033.679688,23714.396484,24062.767578,23835.501953,24161.509766,23994.111328,24025.466797,24126.457031,24108.089844,24074.210938,23683.306641,24236.873047,24056.625000,23984.669922,24030.000000,23704.068359,24028.361328,23926.001953
23351.904297,23328.642578,23923.156250,23973.052734,23913.869141,24035.550781,24010.916016,23699.814453,23920.839844,23750.792969,24184.589844,23938.929688,23645.628906,23970.816406,24155.396484,24000.320312,24058.789062,24185.087891,23886.886719,23992.546875,23957.208984,24258.144531,24137.847656,24067.992188,24239.800781,23793.765625,23928.302734,24022.656250,24117.779297,24279.408203,24011.953125,24072.882812,24139.792969,23908.570312,24118.740234,24053.464844,23897.265625,24238.337891,23902.550781,23996.419922,24104.537109
23351.904297,23706.394531,24020.902344,23956.314453,23739.115234,23816.144531,24126.947266,23758.050781,23855.294922,23701.087891,23878.144531,23797.908203,24054.900391,23888.675781,24286.173828,24139.511719,23899.365234,23756.730469,23906.556641,23939.177734,23859.650391,23809.091797,23770.615234,23909.332031,24109.492188,24099.835938,24127.312500,24141.392578,23926.013672,24197.804688,23847.779297,24122.695312,24039.642578,24062.529297,24275.126953,23913.228516,23998.876953,23862.066406,24162.691406,24178.822266,23811.097656
23351.904297,23526.326172,23955.744141,23955.412109,23951.261719,23854.291016,23787.431641,23902.646484,23818.589844,23902.230469,24115.263672,23842.175781,23699.933594,24049.626953,23819.773438,24158.039062,24027.056641,23945.009766,24085.781250,23845.136719,24077.855469,23985.576172,23983.494141,24188.738281,23860.996094,23982.871094,23812.316406,23913.199219,24272.765625,23949.853516,23972.787109,23914.115234,24476.003906,24048.414062,24065.343750,24036.386719,24035.666016,23954.517578,24095.853516,23936.824219,24355.634766
23351.904297,23507.998047,23777.687500,23718.005859,23911.951172,24004.332031,23886.615234,24073.210938,24079.960938,23872.787109,23824.376953,24198.773438,23901.318359,23986.958984,23852.904297,23961.341797,24040.013672,23621.388672,23893.935547,23724.740234,24223.597656,23979.650391,24031.591797,23898.667969,24077.005859,23922.187500,23975.736328,24087.996094,24074.984375,23895.726562,24056.943359,23925.679688,24094.472656,23954.748047,23949.568359,23968.488281,23997.966797,24000.117188,23913.859375,24248.011719,24002.580078
23351.904297,23487.023438,23829.367188,23894.103516,23911.214844,23999.130859,24046.837891,24068.837891,23938.677734,24159.619141,23995.230469,23793.316406,24058.613281,24067.720703,24186.818359,23809.410156,24129.238281,23868.300781,23981.478516,24255.980469,23835.695312,23785.988281,24067.578125,23937.734375,23904.042969,24064.498047,23870.275391,24239.583984,23981.208984,24121.382812,24014.021484,24065.597656,23881.271484,24202.376953,23777.644531,23924.804688,23852.529297,24274.408203,24254.972656,23964.958984,24136.761719
23351.904297,23519.849609,23865.986328,23870.283203,23812.488281,23864.388672,23927.630859,23974.642578,24043.697266,24316.177734,23721.130859,24114.580078,24235.611328,24109.435547,23910.156250,23949.085938,24280.685547,23857.585938,23970.535156,23947.138672,24062.478516,23806.882812,23754.927734,24079.656250,23599.947266,23865.068359,23716.367188,23891.761719,24196.095703,23952.837891,23745.361328,24053.615234,24053.070312,24054.613281,24138.759766,23869.103516,24000.423828,24016.310547,23854.066406,24097.574219,23903.580078
23351.904297,23522.537109,23765.386719,23740.412109,23884.332031,24002.511719,23907.289062,23729.234375,24069.232422,24044.144531,23727.933594,24124.664062,24104.333984,23959.041016,24090.189453,24151.681641,23943.906250,24149.240234,23978.488281,23997.634766,23961.230469,24183.986328,23964.990234,23933.779297,23820.820312,23846.093750,24035.664062,23760.425781,24119.775391,24056.332031,24052.960938,24129.472656,24070.031250,24046.947266,23911.218750,23918.039062,23958.863281,24065.525391,24096.253906,23929.851562,23931.292969
23351.904297,23431.033203,24047.074219,23857.333984,24080.785156,24034.029297,23926.816406,23878.796875,23994.496094,23930.394531,23860.087891,23925.021484,23837.310547,23739.792969,23822.205078,23812.732422,23775.585938,23955.267578,23963.765625,23965.826172,23927.160156,23927.652344,24076.275391,23590.873047,24124.132812,23922.384766,24192.927734,23869.292969,23786.585938,24292.691406,23832.371094,23826.390625,23801.812500,24045.746094,23879.101562,23918.119141,23946.513672,23951.748047,24135.572266,24006.761719,24192.410156
