       0.000000 ,       0.010000 ,       0.020000 ,       0.030000 ,       0.040000 ,       0.050000 ,       0.060000 ,       0.070000 ,       0.080000 ,       0.090000 ,       0.100000 ,       0.110000 ,       0.120000 ,       0.130000 ,       0.140000 ,       0.150000 ,       0.160000 ,       0.170000 ,       0.180000 ,       0.190000
29522124.000000 ,30221728.000000 ,30387372.000000 ,30471096.000000 ,30422368.000000 ,30478316.000000 ,30473572.000000 ,30418748.000000 ,30417698.000000 ,30419902.000000 ,30397720.000000 ,30531036.000000 ,30417466.000000 ,30403854.000000 ,30448776.000000 ,30394340.000000 ,30418492.000000 ,30469284.000000 ,30483496.000000 ,30466208.000000
29536222.000000 ,30242372.000000 ,30404570.000000 ,30517882.000000 ,30432986.000000 ,30429408.000000 ,30413740.000000 ,30448230.000000 ,30469232.000000 ,30404636.000000 ,30401828.000000 ,30473584.000000 ,30443992.000000 ,30489306.000000 ,30466180.000000 ,30520812.000000 ,30433878.000000 ,30443990.000000 ,30476696.000000 ,30461694.000000
29503704.000000 ,30235200.000000 ,30388598.000000 ,30476224.000000 ,30481624.000000 ,30432124.000000 ,30494198.000000 ,30428756.000000 ,30432934.000000 ,30472632.000000 ,30497466.000000 ,30474368.000000 ,30384996.000000 ,30464156.000000 ,30418670.000000 ,30430984.000000 ,30430608.000000 ,30412442.000000 ,30466312.000000 ,30413090.000000
29512632.000000 ,30209336.000000 ,30447756.000000 ,30443380.000000 ,30422864.000000 ,30475646.000000 ,30465050.000000 ,30407732.000000 ,30457110.000000 ,30432000.000000 ,30479524.000000 ,30441032.000000 ,30459868.000000 ,30464328.000000 ,30455210.000000 ,30416754.000000 ,30444296.000000 ,30469044.000000 ,30417566.000000 ,30454940.000000
29521110.000000 ,30201432.000000 ,30413656.000000 ,30485282.000000 ,30471036.000000 ,30395938.000000 ,30431876.000000 ,30508374.000000 ,30442270.000000 ,30375648.000000 ,30433146.000000 ,30472540.000000 ,30452532.000000 ,30507056.000000 ,30482408.000000 ,30384818.000000 ,30433076.000000 ,30494924.000000 ,30408858.000000 ,30437440.000000
29541148.000000 ,30222296.000000 ,30413468.000000 ,30477808.000000 ,30445384.000000 ,30444106.000000 ,30485492.000000 ,30522970.000000 ,30454252.000000 ,30463160.000000 ,30427062.000000 ,30416386.000000 ,30399860.000000 ,30470726.000000 ,30452092.000000 ,30400192.000000 ,30431656.000000 ,30480060.000000 ,30402508.000000 ,30459182.000000
29519702.000000 ,30217094.000000 ,30386986.000000 ,30387734.000000 ,30428948.000000 ,30499744.000000 ,30455940.000000 ,30433114.000000 ,30427118.000000 ,30433404.000000 ,30460626.000000 ,30481304.000000 ,30460496.000000 ,30422228.000000 ,30505194.000000 ,30456038.000000 ,30395766.000000 ,30387824.000000 ,30424914.000000 ,30447830.000000
29535552.000000 ,30237438.000000 ,30462840.000000 ,30470660.000000 ,30461342.000000 ,30428940.000000 ,30385524.000000 ,30404184.000000 ,30515088.000000 ,30436054.000000 ,30429446.000000 ,30493216.000000 ,30433982.000000 ,30473950.000000 ,30440638.000000 ,30493230.000000 ,30436544.000000 ,30495348.000000 ,30446004.000000 ,30432668.000000
29521638.000000 ,30188974.000000 ,30426206.000000 ,30478780.000000 ,30418274.000000 ,30467380.000000 ,30458072.000000 ,30439406.000000 ,30422494.000000 ,30465592.000000 ,30383912.000000 ,30420074.000000 ,30446722.000000 ,30515068.000000 ,30455906.000000 ,30419000.000000 ,30424618.000000 ,30417332.000000 ,30448066.000000 ,30433242.000000
29558762.000000 ,30209530.000000 ,30407696.000000 ,30478208.000000 ,30442558.000000 ,30384752.000000 ,30504436.000000 ,30453350.000000 ,30436330.000000 ,30428046.000000 ,30458180.000000 ,30441752.000000 ,30428298.000000 ,30451506.000000 ,30438984.000000 ,30441936.000000 ,30412642.000000 ,30501510.000000 ,30477022.000000 ,30482738.000000
